faction_a_key,faction_b_key,start_region_a,start_region_b,province_a,province_b,centroid_distance,raster_hops,same_province,neighboring_province,shared_theater_keys,theater,proximity_class,geographic_envelope,geographic_reason,geometry_status_a,geometry_status_b,route_networks_a,route_networks_b,strategic_note,island_or_disconnected,faction_a_name,race_a,subculture_a,faction_b_name,race_b,subculture_b,diplomatic_class,treaty_eligibility_unresolved,diplomacy_evidence_status,evidence_ids,analytical_inference,diplomatic_caveat,single_player_objective_pressure,evidence_note,included,exclusion_reason
wh2_dlc17_dwf_thorek_ironbrow,wh2_main_lzd_tlaqua,wh3_main_combi_region_karak_zorn,wh3_main_combi_region_tlaqua,wh3_main_combi_province_southlands_worlds_edge_mountains,wh3_main_combi_province_western_jungles,96.884834,3,False,False,cai_region_hint_area_southlands,southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Ironbrow's Expedition,dwarfs,wh_main_sc_dwf_dwarfs,Tlaqua,lizardmen,wh2_main_sc_lzd_lizardmen,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;lizardmen_0,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.,True,
wh2_dlc17_dwf_thorek_ironbrow,wh3_main_emp_cult_of_sigmar,wh3_main_combi_region_karak_zorn,wh3_main_combi_region_sudenburg,wh3_main_combi_province_southlands_worlds_edge_mountains,wh3_main_combi_province_land_of_the_dervishes,91.32526,3,False,False,cai_region_hint_area_southlands,southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Ironbrow's Expedition,dwarfs,wh_main_sc_dwf_dwarfs,Cult of Sigmar,empire,wh_main_sc_emp_empire,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;empire_0,Compatible Order ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban.,True,
wh2_main_def_hag_graef,wh2_main_def_har_ganeth,wh3_main_combi_region_hag_graef,wh3_main_combi_region_har_ganeth,wh3_main_combi_province_the_black_flood,wh3_main_combi_province_the_road_of_skulls,66.127894,4,False,False,cai_region_hint_area_naggarond,naggarond,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Hag Graef,dark_elves,wh2_main_sc_def_dark_elves,Har Ganeth,dark_elves,wh2_main_sc_def_dark_elves,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dark_elves_0;dark_elves_1,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Har Ganeth Blood Voyage is a forced vassal targeting occupied Ulthuan settlements; not a general alliance ban. Hag Graef gains conditional +25/+50 daemon relations at high possession; not a permanent faction-wide alliance guarantee.,True,
wh2_main_def_hag_graef,wh2_main_def_naggarond,wh3_main_combi_region_hag_graef,wh3_main_combi_region_naggarond,wh3_main_combi_province_the_black_flood,wh3_main_combi_province_iron_foothills,27.73918,1,False,True,cai_region_hint_area_naggarond,naggarond,Immediate,True,Same province or adjacent starts within 100 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Hag Graef,dark_elves,wh2_main_sc_def_dark_elves,Naggarond,dark_elves,wh2_main_sc_def_dark_elves,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dark_elves_0;dark_elves_1,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Har Ganeth Blood Voyage is a forced vassal targeting occupied Ulthuan settlements; not a general alliance ban. Hag Graef gains conditional +25/+50 daemon relations at high possession; not a permanent faction-wide alliance guarantee.,True,
wh2_main_def_har_ganeth,wh2_main_def_naggarond,wh3_main_combi_region_har_ganeth,wh3_main_combi_region_naggarond,wh3_main_combi_province_the_road_of_skulls,wh3_main_combi_province_iron_foothills,73.082301,3,False,False,cai_region_hint_area_naggarond,naggarond,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Har Ganeth,dark_elves,wh2_main_sc_def_dark_elves,Naggarond,dark_elves,wh2_main_sc_def_dark_elves,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dark_elves_0;dark_elves_1,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Har Ganeth Blood Voyage is a forced vassal targeting occupied Ulthuan settlements; not a general alliance ban. Hag Graef gains conditional +25/+50 daemon relations at high possession; not a permanent faction-wide alliance guarantee.,True,
wh2_main_hef_avelorn,wh2_main_hef_eataine,wh3_main_combi_region_gaean_vale,wh3_main_combi_region_lothern,wh3_main_combi_province_avelorn,wh3_main_combi_province_eataine,51.490932,,False,False,cai_region_hint_area_ulthuan,ulthuan,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,True,Avelorn,high_elves,wh2_main_sc_hef_high_elves,Eataine,high_elves,wh2_main_sc_hef_high_elves,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,high_elves_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Eataine can unlock Champion actions through alliances with other legendary High Elf factions.,True,
wh2_main_hef_avelorn,wh2_main_hef_yvresse,wh3_main_combi_region_gaean_vale,wh3_main_combi_region_tor_yvresse,wh3_main_combi_province_avelorn,wh3_main_combi_province_northern_yvresse,46.639239,,False,False,cai_region_hint_area_ulthuan,ulthuan,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,True,Avelorn,high_elves,wh2_main_sc_hef_high_elves,Yvresse,high_elves,wh2_main_sc_hef_high_elves,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,high_elves_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Eataine can unlock Champion actions through alliances with other legendary High Elf factions.,True,
wh2_main_hef_eataine,wh2_main_hef_yvresse,wh3_main_combi_region_lothern,wh3_main_combi_region_tor_yvresse,wh3_main_combi_province_eataine,wh3_main_combi_province_northern_yvresse,71.360864,7,False,False,cai_region_hint_area_ulthuan,ulthuan,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Eataine,high_elves,wh2_main_sc_hef_high_elves,Yvresse,high_elves,wh2_main_sc_hef_high_elves,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,high_elves_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Eataine can unlock Champion actions through alliances with other legendary High Elf factions.,True,
wh2_main_hef_nagarythe,wh3_dlc24_ksl_daughters_of_the_forest,wh3_main_combi_region_the_monoliths,wh3_main_combi_region_bleak_hold_fortress,wh3_main_combi_province_granite_hills,wh3_main_combi_province_the_bleak_coast,119.685868,5,False,False,cai_region_hint_area_naggarond,naggarond,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Nagarythe,high_elves,wh2_main_sc_hef_high_elves,Daughters of the Forest,kislev,wh3_main_sc_ksl_kislev,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,high_elves_0;kislev_0,Compatible Order ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Eataine can unlock Champion actions through alliances with other legendary High Elf factions. Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies.,True,
wh2_main_hef_nagarythe,wh3_main_dwf_the_ancestral_throng,wh3_main_combi_region_the_monoliths,wh3_main_combi_region_drackla_spire,wh3_main_combi_province_granite_hills,wh3_main_combi_province_iron_coast,117.15084,4,False,False,cai_region_hint_area_naggarond,naggarond,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Nagarythe,high_elves,wh2_main_sc_hef_high_elves,The Ancestral Throng,dwarfs,wh_main_sc_dwf_dwarfs,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;high_elves_0,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Eataine can unlock Champion actions through alliances with other legendary High Elf factions.,True,
wh2_main_lzd_itza,wh_main_brt_bordeleaux,wh3_main_combi_region_itza,wh3_main_combi_region_temple_of_tlencan,wh3_main_combi_province_river_qurveza,wh3_main_combi_province_scorpion_coast,68.839773,3,False,False,cai_region_hint_area_lustria,lustria,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Itza,lizardmen,wh2_main_sc_lzd_lizardmen,Bordeleaux Errant,bretonnia,wh_main_sc_brt_bretonnia,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,bretonnia_0;lizardmen_0,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Human confederation cooldown exemption is not permission to absorb a human teammate. Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.,True,
wh2_main_lzd_last_defenders,wh2_main_lzd_tlaqua,wh3_main_combi_region_the_golden_tower,wh3_main_combi_region_tlaqua,wh3_main_combi_province_the_golden_pass,wh3_main_combi_province_western_jungles,92.287312,2,False,False,cai_region_hint_area_southlands,southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Last Defenders,lizardmen,wh2_main_sc_lzd_lizardmen,Tlaqua,lizardmen,wh2_main_sc_lzd_lizardmen,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,lizardmen_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.,True,
wh2_main_lzd_last_defenders,wh3_main_emp_cult_of_sigmar,wh3_main_combi_region_the_golden_tower,wh3_main_combi_region_sudenburg,wh3_main_combi_province_the_golden_pass,wh3_main_combi_province_land_of_the_dervishes,95.512807,4,False,False,cai_region_hint_area_southlands,southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Last Defenders,lizardmen,wh2_main_sc_lzd_lizardmen,Cult of Sigmar,empire,wh_main_sc_emp_empire,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;lizardmen_0,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.,True,
wh2_main_lzd_tlaqua,wh3_main_emp_cult_of_sigmar,wh3_main_combi_region_tlaqua,wh3_main_combi_region_sudenburg,wh3_main_combi_province_western_jungles,wh3_main_combi_province_land_of_the_dervishes,37.560953,2,False,True,cai_region_hint_area_southlands,southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Tlaqua,lizardmen,wh2_main_sc_lzd_lizardmen,Cult of Sigmar,empire,wh_main_sc_emp_empire,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;lizardmen_0,Order-adjacent but distinct territorial/diplomatic ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.,True,
wh2_main_skv_clan_eshin,wh3_dlc23_chd_zhatan,wh3_main_combi_region_xing_po,wh3_main_combi_region_the_volary,wh3_main_combi_province_forests_of_the_moon,wh3_main_combi_province_stonesky_foothills,119.299688,3,False,False,cai_region_hint_area_cathay,cathay,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Eshin,skaven,wh2_main_sc_skv_skaven,The Warhost of Zharr,chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,chaos_dwarfs_0;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Tower-seat usurpation causes a five-turn diplomatic penalty; coordinate seat claims. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,True,
wh2_main_skv_clan_eshin,wh3_dlc27_nor_sayl,wh3_main_combi_region_xing_po,wh3_main_combi_region_dark_tower,wh3_main_combi_province_forests_of_the_moon,wh3_main_combi_province_mountains_end,130.909568,5,False,False,cai_region_hint_area_cathay,cathay,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Eshin,skaven,wh2_main_sc_skv_skaven,Dolgan,norsca,wh_dlc08_sc_nor_norsca,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,norsca_0;sayl_treaties;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee Coordinate manipulation targets; do not infer compulsory teammate war from the stale listener.,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat tribal confederation is not an ordinary alliance restriction; human-target applicability is not proven here. Sayl Manipulations alter treaties; automatic below-zero Confidence war listener is inert in 8.1.1. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,True,
wh2_main_skv_clan_mors,wh3_dlc26_grn_gorbad_ironclaw,wh3_main_combi_region_misty_mountain,wh3_main_combi_region_black_crag,wh3_main_combi_province_blightwater,wh3_main_combi_province_death_pass,98.906414,3,False,False,cai_region_hint_area_dwarf_empire,dwarf_empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Mors,skaven,wh2_main_sc_skv_skaven,Ironclaw Orcs,greenskins,wh_main_sc_grn_greenskins,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,True,
wh2_main_skv_clan_mors,wh3_main_kho_exiles_of_khorne,wh3_main_combi_region_misty_mountain,wh3_main_combi_region_deff_gorge,wh3_main_combi_province_blightwater,wh3_main_combi_province_barrier_idols,39.33435,1,False,True,,badlands <-> dwarf_empire,Immediate,True,Same province or adjacent starts within 100 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Mors,skaven,wh2_main_sc_skv_skaven,Exiles of Khorne,khorne,wh3_main_sc_kho_khorne,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,khorne_0;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,No bespoke diplomacy override established; absence does not imply zero generic aversion. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,True,
wh2_main_skv_clan_moulder,wh3_dlc20_chs_festus,wh3_main_combi_region_hell_pit,wh3_main_combi_region_brass_keep,wh3_main_combi_province_black_blood_pass,wh3_dlc20_combi_province_middle_mountains,87.920643,4,False,False,,empire <-> kislev,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Moulder,skaven,wh2_main_sc_skv_skaven,The Fecundites,warriors_of_chaos,wh_main_sc_chs_chaos,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,skaven_0;warriors_of_chaos_0;warriors_of_chaos_1,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage. Homeland vassalization is faction/settlement-specific and does not guarantee revival. Only Archaon/Be'lakor have the final-settlement forced WoC confederation route; other WoC do not.,True,
wh2_main_skv_clan_moulder,wh_dlc08_nor_wintertooth,wh3_main_combi_region_hell_pit,wh3_main_combi_region_monolith_of_flesh,wh3_main_combi_province_black_blood_pass,wh3_main_combi_province_mountains_of_hel,90.474328,4,False,False,,kislev <-> norsca,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Moulder,skaven,wh2_main_sc_skv_skaven,Wintertooth,norsca,wh_dlc08_sc_nor_norsca,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,norsca_0;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat tribal confederation is not an ordinary alliance restriction; human-target applicability is not proven here. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,True,
wh2_main_skv_clan_pestilens,wh3_dlc26_kho_skulltaker,wh3_main_combi_region_oyxl,wh3_main_combi_region_hualotal,wh3_main_combi_province_the_lost_valley,wh3_main_combi_province_the_gwangee_valley,113.495304,4,False,False,cai_region_hint_area_lustria,lustria,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Pestilens,skaven,wh2_main_sc_skv_skaven,Blooded Wanderers,khorne,wh3_main_sc_kho_khorne,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,khorne_0;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,No bespoke diplomacy override established; absence does not imply zero generic aversion. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,True,
wh2_main_skv_clan_skryre,wh3_main_ogr_disciples_of_the_maw,wh3_main_combi_region_skavenblight,wh3_main_combi_region_karak_angazhar,wh3_main_combi_province_the_blighted_marshes,wh3_main_combi_province_eastern_border_princes,111.694291,3,False,False,cai_region_hint_area_border_princes,border_princes,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Clan Skryre,skaven,wh2_main_sc_skv_skaven,Disciples of the Maw,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,ogre_kingdoms_0;skaven_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,True,
wh2_twa03_def_rakarth,wh3_dlc26_kho_skulltaker,wh3_main_combi_region_great_turtle_isle,wh3_main_combi_region_hualotal,wh3_main_combi_province_the_turtle_isles,wh3_main_combi_province_the_gwangee_valley,61.617377,,False,True,cai_region_hint_area_lustria,lustria,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,True,The Thousand Maws,dark_elves,wh2_main_sc_def_dark_elves,Blooded Wanderers,khorne,wh3_main_sc_kho_khorne,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dark_elves_0;dark_elves_1;khorne_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Har Ganeth Blood Voyage is a forced vassal targeting occupied Ulthuan settlements; not a general alliance ban. Hag Graef gains conditional +25/+50 daemon relations at high possession; not a permanent faction-wide alliance guarantee. No bespoke diplomacy override established; absence does not imply zero generic aversion.,True,
wh3_cp1_cth_tiger_warriors,wh3_dlc24_cth_the_celestial_court,wh3_main_combi_region_vale_of_titans,wh3_main_combi_region_shang_wu,wh3_main_combi_province_bone_road,wh3_main_combi_province_celestial_riverlands,70.861391,2,False,False,,cathay <-> mountains_of_mourn,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Claws of the White Tiger,grand_cathay,wh3_main_sc_cth_cathay,The Jade Court,grand_cathay,wh3_main_sc_cth_cathay,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage.,True,
wh3_cp1_cth_tiger_warriors,wh3_main_cth_the_northern_provinces,wh3_main_combi_region_vale_of_titans,wh3_main_combi_region_nan_gau,wh3_main_combi_province_bone_road,wh3_main_combi_province_gunpowder_road,86.357296,2,False,False,,cathay <-> mountains_of_mourn,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Claws of the White Tiger,grand_cathay,wh3_main_sc_cth_cathay,The Northern Provinces,grand_cathay,wh3_main_sc_cth_cathay,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage.,True,
wh3_cp1_cth_tiger_warriors,wh3_main_cth_the_western_provinces,wh3_main_combi_region_vale_of_titans,wh3_main_combi_region_qiang,wh3_main_combi_province_bone_road,wh3_main_combi_province_wastelands_of_jinshen,59.431893,1,False,True,,cathay <-> mountains_of_mourn,Immediate,True,Same province or adjacent starts within 100 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Claws of the White Tiger,grand_cathay,wh3_main_sc_cth_cathay,The Western Provinces,grand_cathay,wh3_main_sc_cth_cathay,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage.,True,
